run_id,preprocess,input,model,family,train_qwk,train_accuracy,train_adjacent_accuracy,train_mae,train_raw_exact,train_raw_within1,train_raw_mae,train_pct_mae,test_qwk,test_accuracy,test_adjacent_accuracy,test_mae,test_raw_exact,test_raw_within1,test_raw_mae,test_pct_mae,val_qwk,best_epoch,seconds
raw_ra_bilstm,raw,ra,bilstm,bilstm,0.8731,0.7540,0.9792,0.2684,0.5208,0.8083,0.8291,6.7749,0.7941,0.6963,0.9407,0.3630,0.5111,0.7185,1.1852,9.0494,0.7638,17,20.3
raw_qar_bilstm,raw,qar,bilstm,bilstm,0.8453,0.7045,0.9728,0.3243,0.4217,0.7300,1.1118,9.2003,0.7949,0.6889,0.9407,0.3778,0.4667,0.7111,1.3333,10.5556,0.6909,20,20.7
clean_ra_bilstm,clean,ra,bilstm,bilstm,0.7643,0.6342,0.9553,0.4169,0.4042,0.6645,1.3466,10.9109,0.7714,0.6593,0.9407,0.4000,0.4148,0.6444,1.4148,10.9259,0.7319,10,15.5
clean_qar_bilstm,clean,qar,bilstm,bilstm,0.8645,0.7412,0.9760,0.2827,0.4553,0.7684,0.9968,8.0861,0.8258,0.7111,0.9556,0.3333,0.3926,0.7037,1.3259,10.2346,0.7059,19,21.5
segment_ra_bilstm,segment,ra,bilstm,bilstm,0.8715,0.7412,0.9824,0.2780,0.5000,0.7604,0.9569,7.7387,0.8045,0.6889,0.9407,0.3704,0.4593,0.7037,1.3037,10.2346,0.7675,18,31.9
segment_qar_bilstm,segment,qar,bilstm,bilstm,0.7969,0.6837,0.9553,0.3626,0.5000,0.7556,1.1310,9.0379,0.7222,0.6667,0.9111,0.4296,0.5185,0.7037,1.4222,10.8272,0.6882,20,31.9
