run_id,preprocess,input,model,family,train_qwk,train_accuracy,train_adjacent_accuracy,train_mae,train_raw_exact,train_raw_within1,train_raw_mae,train_pct_mae,test_qwk,test_accuracy,test_adjacent_accuracy,test_mae,test_raw_exact,test_raw_within1,test_raw_mae,test_pct_mae,val_qwk,best_epoch,seconds
raw_ra_bilstm,raw,ra,bilstm,bilstm,0.8937,0.7830,0.9796,0.2390,0.5645,0.8239,0.7814,6.3342,0.7330,0.6642,0.9197,0.4380,0.4453,0.7080,1.4307,10.7603,0.8638,20,20.8
raw_qar_bilstm,raw,qar,bilstm,bilstm,0.8405,0.7123,0.9686,0.3223,0.4591,0.7390,1.1226,8.9561,0.7338,0.6788,0.9270,0.4161,0.4599,0.7153,1.4526,10.8698,0.7947,20,20.6
clean_ra_bilstm,clean,ra,bilstm,bilstm,0.8189,0.6824,0.9607,0.3616,0.4371,0.7028,1.2217,9.7370,0.6662,0.6277,0.8905,0.5109,0.3942,0.6131,1.8029,13.3516,0.8264,10,15.4
clean_qar_bilstm,clean,qar,bilstm,bilstm,0.5489,0.4686,0.8648,0.6777,0.3333,0.4638,1.9827,16.7762,0.5249,0.4599,0.8467,0.7007,0.2920,0.4453,2.1387,17.6043,0.6372,4,9.5
segment_ra_bilstm,segment,ra,bilstm,bilstm,0.8859,0.7657,0.9748,0.2626,0.4953,0.7799,0.9481,7.7480,0.7762,0.6715,0.9343,0.4161,0.4380,0.6934,1.4745,11.1253,0.8694,17,31.7
segment_qar_bilstm,segment,qar,bilstm,bilstm,0.8221,0.6855,0.9544,0.3695,0.3962,0.7374,1.2563,10.1458,0.6683,0.6277,0.8759,0.5328,0.4088,0.6350,1.8540,13.9112,0.8293,18,32.1
