run_id,preprocess,input,model,family,train_qwk,train_accuracy,train_adjacent_accuracy,train_mae,train_raw_exact,train_raw_within1,train_raw_mae,train_pct_mae,test_qwk,test_accuracy,test_adjacent_accuracy,test_mae,test_raw_exact,test_raw_within1,test_raw_mae,test_pct_mae,val_qwk,best_epoch,seconds
clean_qar_bilstm,clean,qar,bilstm,bilstm,0.8515,0.6502,0.9712,0.3802,0.4073,0.7556,1.0974,8.9381,0.7725,0.6148,0.9111,0.4815,0.4074,0.6889,1.3630,10.5556,0.7280,,0.3
clean_ra_bilstm,clean,ra,bilstm,bilstm,0.9044,0.7907,0.9840,0.2268,0.5575,0.8435,0.7284,5.9336,0.8181,0.7333,0.9481,0.3333,0.5407,0.7704,1.1037,8.5123,0.8058,,0.3
raw_qar_bilstm,raw,qar,bilstm,bilstm,0.7395,0.5399,0.9233,0.5511,0.4105,0.6230,1.4169,11.4487,0.7400,0.5556,0.9185,0.5407,0.4444,0.6148,1.4741,11.4444,0.7074,,0.4
raw_ra_bilstm,raw,ra,bilstm,bilstm,0.9101,0.8003,0.9920,0.2093,0.5479,0.8419,0.7188,6.0094,0.8147,0.7259,0.9556,0.3333,0.5037,0.7704,1.0593,8.2037,0.7724,,0.3
segment_qar_bilstm,segment,qar,bilstm,bilstm,0.7562,0.6278,0.8978,0.4936,0.3450,0.6805,1.4201,11.7017,0.7451,0.6444,0.8667,0.4963,0.4074,0.6444,1.4741,11.4259,0.7229,,0.4
segment_ra_bilstm,segment,ra,bilstm,bilstm,0.9034,0.8035,0.9808,0.2157,0.5495,0.8355,0.7668,6.2397,0.7772,0.7111,0.9259,0.3778,0.5185,0.7185,1.2000,9.3519,0.8099,,0.5
